fips,state,county,statecounty,Y1938,Y1939,Y1940,Y1941,Y1947,Y1948,Y1949,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1959,Y1960,Y1961,Y1962,Y1963
1097,AL,Mobile County,"Mobile County, Alabama",3,0,5,5,4,3,3,5,5,5,5,5,6,5,5,5,6,6,3,4
1099,AL,Monroe County,"Monroe County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,AL,Montgomery County,"Montgomery County, Alabama",0,0,0,2,4,4,3,3,3,3,3,3,4,3,3,3,4,3,4,4
1103,AL,Morgan County,"Morgan County, Alabama",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,AL,Perry County,"Perry County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,AL,Pickens County,"Pickens County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,AL,Pike County,"Pike County, Alabama",2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,AL,Randolph County,"Randolph County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,AL,Russell County,"Russell County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2
1115,AL,St. Clair County,"St. Clair County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,AL,Shelby County,"Shelby County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,AL,Sumter County,"Sumter County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,AL,Talladega County,"Talladega County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,AL,Tallapoosa County,"Tallapoosa County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1125,AL,Tuscaloosa County,"Tuscaloosa County, Alabama",4,4,4,4,2,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2
1127,AL,Walker County,"Walker County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,AL,Washington County,"Washington County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,AL,Wilcox County,"Wilcox County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,AL,Winston County,"Winston County, Alabama",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,AK,Aleutians East Borough,"Aleutians East Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,AK,Aleutians West Census Area,"Aleutians West Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,AK,Anchorage Municipality,"Anchorage Municipality, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2050,AK,Bethel Census Area,"Bethel Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,AK,Bristol Bay Borough,"Bristol Bay Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,AK,Denali Borough,"Denali Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,AK,Dillingham Census Area,"Dillingham Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,AK,Fairbanks North Star Borough,"Fairbanks North Star Borough, Alaska",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
2100,AK,Haines Borough,"Haines Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2110,AK,Juneau City and Borough,"Juneau City and Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2122,AK,Kenai Peninsula Borough,"Kenai Peninsula Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,AK,Ketchikan Gateway Borough,"Ketchikan Gateway Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2150,AK,Kodiak Island Borough,"Kodiak Island Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2158,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2164,AK,Lake and Peninsula Borough,"Lake and Peninsula Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2170,AK,Matanuska-Susitna Borough,"Matanuska-Susitna Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2180,AK,Nome Census Area,"Nome Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,AK,North Slope Borough,"North Slope Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2188,AK,Northwest Arctic Borough,"Northwest Arctic Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2195,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2198,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2220,AK,Sitka City and Borough,"Sitka City and Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2230,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2240,AK,Southeast Fairbanks Census Area,"Southeast Fairbanks Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2261,AK,Valdez-Cordova Census Area,"Valdez-Cordova Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2275,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2282,AK,Yakutat City and Borough,"Yakutat City and Borough, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,AK,Yukon-Koyukuk Census Area,"Yukon-Koyukuk Census Area, Alaska",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,AZ,Apache County,"Apache County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,AZ,Cochise County,"Cochise County, Arizona",0,0,0,0,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2
4005,AZ,Coconino County,"Coconino County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,4,4
4007,AZ,Gila County,"Gila County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,AZ,Graham County,"Graham County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,AZ,Greenlee County,"Greenlee County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,AZ,La Paz County,"La Paz County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,AZ,Maricopa County,"Maricopa County, Arizona",0,6,14,13,21,19,17,16,16,16,19,19,19,12,12,12,12,12,10,7
4015,AZ,Mohave County,"Mohave County, Arizona",0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2
4017,AZ,Navajo County,"Navajo County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,AZ,Pima County,"Pima County, Arizona",0,0,3,3,2,1,1,1,1,1,1,1,1,2,4,4,4,4,2,2
4021,AZ,Pinal County,"Pinal County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
4023,AZ,Santa Cruz County,"Santa Cruz County, Arizona",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2
4025,AZ,Yavapai County,"Yavapai County, Arizona",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4027,AZ,Yuma County,"Yuma County, Arizona",0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1
5001,AR,Arkansas County,"Arkansas County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5003,AR,Ashley County,"Ashley County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5005,AR,Baxter County,"Baxter County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5007,AR,Benton County,"Benton County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5009,AR,Boone County,"Boone County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5011,AR,Bradley County,"Bradley County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5013,AR,Calhoun County,"Calhoun County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5015,AR,Carroll County,"Carroll County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5017,AR,Chicot County,"Chicot County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5019,AR,Clark County,"Clark County, Arkansas",0,4,10,8,6,6,6,6,6,6,5,5,5,3,2,1,1,1,1,1
5021,AR,Clay County,"Clay County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5023,AR,Cleburne County,"Cleburne County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5025,AR,Cleveland County,"Cleveland County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5027,AR,Columbia County,"Columbia County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5029,AR,Conway County,"Conway County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5031,AR,Craighead County,"Craighead County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5033,AR,Crawford County,"Crawford County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5035,AR,Crittenden County,"Crittenden County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1
5037,AR,Cross County,"Cross County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5039,AR,Dallas County,"Dallas County, Arkansas",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5041,AR,Desha County,"Desha County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5043,AR,Drew County,"Drew County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5045,AR,Faulkner County,"Faulkner County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5047,AR,Franklin County,"Franklin County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5049,AR,Fulton County,"Fulton County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5051,AR,Garland County,"Garland County, Arkansas",0,12,11,10,11,12,11,9,8,9,8,8,11,7,16,20,33,33,22,22
5053,AR,Grant County,"Grant County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5055,AR,Greene County,"Greene County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,AR,Hempstead County,"Hempstead County, Arkansas",0,0,0,0,1,8,8,7,7,7,6,7,7,2,2,2,2,2,2,2
5059,AR,Hot Spring County,"Hot Spring County, Arkansas",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0
5061,AR,Howard County,"Howard County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,AR,Independence County,"Independence County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,AR,Izard County,"Izard County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,AR,Jackson County,"Jackson County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
5069,AR,Jefferson County,"Jefferson County, Arkansas",0,5,5,5,14,13,12,10,10,10,9,9,9,4,4,3,11,11,3,3
5071,AR,Johnson County,"Johnson County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5073,AR,Lafayette County,"Lafayette County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,AR,Lawrence County,"Lawrence County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,AR,Lee County,"Lee County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,AR,Lincoln County,"Lincoln County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,AR,Little River County,"Little River County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,AR,Logan County,"Logan County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,AR,Lonoke County,"Lonoke County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,AR,Madison County,"Madison County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5089,AR,Marion County,"Marion County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,AR,Miller County,"Miller County, Arkansas",0,1,5,4,5,4,4,3,3,3,3,3,3,1,2,2,2,2,2,2
5093,AR,Mississippi County,"Mississippi County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
5095,AR,Monroe County,"Monroe County, Arkansas",0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
5097,AR,Montgomery County,"Montgomery County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,AR,Nevada County,"Nevada County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,AR,Newton County,"Newton County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5103,AR,Ouachita County,"Ouachita County, Arkansas",0,1,0,0,12,10,10,8,7,7,9,9,9,3,2,2,5,3,2,2
5105,AR,Perry County,"Perry County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,AR,Phillips County,"Phillips County, Arkansas",0,3,3,1,2,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1
5109,AR,Pike County,"Pike County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,AR,Poinsett County,"Poinsett County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,AR,Polk County,"Polk County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,AR,Pope County,"Pope County, Arkansas",0,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5117,AR,Prairie County,"Prairie County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,AR,Pulaski County,"Pulaski County, Arkansas",0,5,3,2,46,50,55,52,49,44,43,41,41,15,15,13,12,16,12,12
5121,AR,Randolph County,"Randolph County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,AR,St. Francis County,"St. Francis County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,3,1,1
5125,AR,Saline County,"Saline County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,AR,Scott County,"Scott County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,AR,Searcy County,"Searcy County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,AR,Sebastian County,"Sebastian County, Arkansas",0,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2
5133,AR,Sevier County,"Sevier County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,AR,Sharp County,"Sharp County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,AR,Stone County,"Stone County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5139,AR,Union County,"Union County, Arkansas",0,5,4,7,6,6,6,4,4,4,5,4,4,3,3,3,3,4,3,3
5141,AR,Van Buren County,"Van Buren County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5143,AR,Washington County,"Washington County, Arkansas",0,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,1,1,1
5145,AR,White County,"White County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,AR,Woodruff County,"Woodruff County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5149,AR,Yell County,"Yell County, Arkansas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,CA,Alameda County,"Alameda County, California",0,12,12,12,14,14,14,15,15,13,12,13,15,9,11,8,8,7,6,8
6003,CA,Alpine County,"Alpine County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,CA,Amador County,"Amador County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,CA,Butte County,"Butte County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,CA,Calaveras County,"Calaveras County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6011,CA,Colusa County,"Colusa County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6013,CA,Contra Costa County,"Contra Costa County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6015,CA,Del Norte County,"Del Norte County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6017,CA,El Dorado County,"El Dorado County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6019,CA,Fresno County,"Fresno County, California",0,1,1,1,20,17,15,15,12,11,11,11,9,2,5,5,5,5,4,4
6021,CA,Glenn County,"Glenn County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6023,CA,Humboldt County,"Humboldt County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6025,CA,Imperial County,"Imperial County, California",0,4,4,3,3,3,3,4,4,4,2,3,3,3,2,1,0,0,0,0
6027,CA,Inyo County,"Inyo County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6029,CA,Kern County,"Kern County, California",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6031,CA,Kings County,"Kings County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6033,CA,Lake County,"Lake County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6035,CA,Lassen County,"Lassen County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6037,CA,Los Angeles County,"Los Angeles County, California",0,15,19,23,115,99,101,89,87,83,80,72,69,25,25,21,22,25,22,31
6039,CA,Madera County,"Madera County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6041,CA,Marin County,"Marin County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6043,CA,Mariposa County,"Mariposa County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5
6045,CA,Mendocino County,"Mendocino County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,CA,Merced County,"Merced County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
